Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
Wayne F. Lorenz,https://openalex.org/A4332842149,Los Alamos National Laboratory,Los Alamos,New Mexico,United States,35.875557,-106.324165,https://openalex.org/A4358914885|https://openalex.org/A2787538761|https://openalex.org/A4340214336|https://openalex.org/A2639073485|https://openalex.org/A4347909030|https://openalex.org/A4332352365|https://openalex.org/A4343242952,aqueducts && water,7,Art|Mining engineering|Cartography|Aqueduct|Environmental engineering|Geography|Emperor|Archaeology|Mechanical engineering|Channel (broadcasting)|Geology|Electrical engineering|Hydrology (agriculture)|Spring (device)|History|Water resource management|Hydraulics|Aerospace engineering|Water source|Water supply|Engineering|Epigraph|Bay|Ancient history|Terrain|Geotechnical engineering|Environmental science|Literature,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4332842149"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,3,2016|2018|2012|2015,4,US,aa755f63752477c98f81c45c02917d5733f39c4fdf888c4e561c6d9f73e4cce4
Wei Jian-guo,https://openalex.org/A2717973920,Unknown,,,,,,,aqueducts && water,0,Trough (economics)|Macroeconomics|Materials science|Water diversion|Geology|Aqueduct|Archaeology|Polymer chemistry|Engineering|Geography|Structural engineering|Water resource management|Modal|Environmental science|Economics|Water transfer,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2717973920"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2002,1,un,
Wei Xu,https://openalex.org/A4354789709,Tsinghua University,Beijing,Beijing,China,39.999584,116.32542,https://openalex.org/A4359319333|https://openalex.org/A4356071635,aqueducts && water,2,Geometry|Aqueduct|Structural engineering|Computer science|Machine learning|Physics|Archaeology|Eigenvalues and eigenvectors|Stability (learning theory)|Finite element method|History|Transverse plane|Materials science|Shell (structure)|Buckling|Finite strip method|Composite material|Beam (structure)|Engineering|Rectangle|Quantum mechanics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354789709"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",5.013287775246773,175,2010,1,CN,825693b87b0991121d553fdd42176335bbab69d3ed0153a4b49e09ad72e0a5b4
Wenxue Zhang,https://openalex.org/A4359524448,Sichuan University,Chengdu,,China,30.63016,104.09001,https://openalex.org/A4354273341|https://openalex.org/A4356628958|https://openalex.org/A4359479059,aqueducts && water,3,Pier|Fluid–structure interaction|Acoustics|Geology|Aqueduct|Archaeology|Engineering|Structural engineering|Vibration|Physics|Nonlinear system|Geotechnical engineering|Finite element method|Quantum mechanics|History|Transverse plane,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4359524448"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",8.23076923076923,30,2017,1,CN,526ee52829cd42bf3e58e0b48c75319593940a9e4de6fcd597070d02e654d650
Wilfred Pickles,https://openalex.org/A2314129715,Rhode Island Hospital,Providence,Rhode Island,United States,41.81189,-71.40875,,aqueducts && water,0,Chemistry|Internal medicine|Geology|Medicine|Flesh|Surgery|Food science|Head (geology)|Geomorphology|Endocrinology|Diabetes mellitus|Disease,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2314129715"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,3,1947,1,US,
Wilhelm,https://openalex.org/A2256193593,Unknown,,,,,,https://openalex.org/A2804147267|https://openalex.org/A2992600302|https://openalex.org/A3147171924,aqueducts && water,3,Structural basin|Earth science|Erosion|Geology|China|Archaeology|Geography|Water resource management|Hydrology (agriculture)|Geotechnical engineering|Geomorphology|Environmental science|Fluvial|Agriculture,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2256193593"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,7,2016,1,un,d0f401034d2f3f3a27f248c920dfdf51d9ea4dc3656ff6fe4b4049931536144d
Willi H. Hager,https://openalex.org/A4358743684,ETH Zurich,Zurich,,Switzerland,47.37581,8.546482,,aqueducts && water,0,Geology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4358743684"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.21428571428571427,44,2002,1,CH,
William C. Hutton,https://openalex.org/A4355207500,Emory University,Atlanta,Georgia,United States,33.792786,-84.32401,https://openalex.org/A2481862440|https://openalex.org/A2477599517|https://openalex.org/A2463249341|https://openalex.org/A2191591094|https://openalex.org/A2683989476|https://openalex.org/A2201961590|https://openalex.org/A2679057683|https://openalex.org/A2637958618|https://openalex.org/A4354688588|https://openalex.org/A4355470793|https://openalex.org/A4355553992|https://openalex.org/A4357526082|https://openalex.org/A2500628344|https://openalex.org/A2489062644|https://openalex.org/A4356871762|https://openalex.org/A2503551327|https://openalex.org/A2481630384|https://openalex.org/A2484186563|https://openalex.org/A4352552783|https://openalex.org/A2553927819|https://openalex.org/A2643579318|https://openalex.org/A2144833006|https://openalex.org/A4355189216|https://openalex.org/A2612533932|https://openalex.org/A2061722327|https://openalex.org/A2667860508|https://openalex.org/A2652419720,aqueducts && water,27,Oceanography|Geology|Water pressure|Engineering|Arch|Mortar|Hydrology (agriculture)|Masonry|Geotechnical engineering|Civil engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355207500"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1894,1,US,c9462711e549aab48e609a96da046b2b0cacf93078c7d65c236adc729360f08c
William D. Brewer,https://openalex.org/A4359154926,Appalachian State University,Boone,North Carolina,United States,36.213844,-81.67862,,aqueducts && water,0,Art|Philosophy|Heaven|Whale|Wonder|Acoustics|Literature|Singing|History|Epistemology|Fishery|Art history|Visual arts|Biology|Physics|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4359154926"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2.5,3,2017,1,US,
William Ellis,https://openalex.org/A2603078087,University of Queensland,Brisbane,Queensland,Australia,-27.495964,153.00963,https://openalex.org/A2639326053|https://openalex.org/A2153184333|https://openalex.org/A2648239866|https://openalex.org/A4359975763|https://openalex.org/A2292620794|https://openalex.org/A2242910632|https://openalex.org/A2313711993,aqueducts && water,7,Venturi effect|Water diversion|Geology|Geography|Water resource management|Drainage|Hydrology (agriculture)|Biology|Ecology|Geotechnical engineering|Geomorphology|Environmental science|Inlet,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2603078087"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.75,20,1930,1,AU,88a7757b24b1f780ce530b67978eea15b04de4adf5c2670101154ec8ae7033ce
William F. Schneider,https://openalex.org/A4353965033,University of Notre Dame,Notre Dame,Indiana,United States,41.70578,-86.23568,https://openalex.org/A4354303094,aqueducts && water,1,Geometry|Line (geometry)|Electrode|Cathodic protection|Stray voltage|Chemistry|Forensic engineering|Anode|Geology|Materials science|Physical chemistry|Underwater|Cement|Composite material|Corrosion|Oceanography|Engineering|Mortar|Metallurgy|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353965033"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1,3,1954,1,US,aed2079302b70121eda7171a409895748e314621f9b353aeaed65d14b12ba2c0
William H. Greene,https://openalex.org/A4349014593,New York University,New York,New York,United States,40.73,-73.995,https://openalex.org/A4355951935,aqueducts && water,1,Voltage|Environmental engineering|Water supply|Engineering|Mains electricity|Electrical engineering|Water resource management|Water industry|Civil engineering|Business|Water utility|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4349014593"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.6666666666666666,9,1970,1,US,b9c0fe3abf6dfa62d0e67ce08116374b178da8d8261f940d0cfa4060629f645c
William L. Bilodeau,https://openalex.org/A4341615758,University of Denver,Denver,Colorado,United States,39.678333,-104.96222,https://openalex.org/A2373352068|https://openalex.org/A2427622628|https://openalex.org/A4344262463|https://openalex.org/A4340947231,aqueducts && water,4,Mining engineering|Geology|Geography|Archaeology|Seismology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4341615758"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,6,2007,1,US,bbe157e3b4d83a6dbff3b12b3be10a47e0e12af6f6afa61bea26151581ec16d5
William Mullins,https://openalex.org/A4356213119,"University of California, San Diego",San Diego,California,United States,32.881,-117.238,https://openalex.org/A2059243129|https://openalex.org/A2319266201,aqueducts && water,2,Environmental science|Irrigation|Cartography|Geology|Biota|Agronomy|Geography|Drainage|Water resource management|Hydrology (agriculture)|Wildlife|Biology|Ecology|Geotechnical engineering|Water quality|Wildlife refuge|Tributary,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356213119"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,3,1994,1,US,1829c8b74fe330240da35c59c25da9680e6bf7cdf113aef4b2057bda673c229d
William N. Hunter,https://openalex.org/A4358336685,University of Dundee,Dundee,,United Kingdom,56.457222,-2.980278,https://openalex.org/A1980934353|https://openalex.org/A2420022768|https://openalex.org/A3149415077|https://openalex.org/A4354463369|https://openalex.org/A4357044482|https://openalex.org/A4336693235|https://openalex.org/A4351435204|https://openalex.org/A2260522322|https://openalex.org/A2641484545|https://openalex.org/A4357834552|https://openalex.org/A4346778779|https://openalex.org/A2764421996|https://openalex.org/A4349843714|https://openalex.org/A2657946235|https://openalex.org/A2313911395|https://openalex.org/A4340032547|https://openalex.org/A2627156756,aqueducts && water,17,Roof|Compensation (psychology)|Geology|Environmental engineering|Water flow|Water supply|Political science|Geography|Water resource management|Hydrology (agriculture)|Psychology|Geotechnical engineering|Law|Legislation|Environmental science|Archaeology|Psychoanalysis,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4358336685"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,13,1907,1,GB,3418f8d0de050cf5609c112b46b76e9b2b2999e327887d092082d4133f4e9d6a
William O. Maddaus,https://openalex.org/A2235382510,Unknown,,,,,,,aqueducts && water,0,Macroeconomics|Environmental engineering|Revenue|Natural resource economics|Biology|Environmental resource management|Reuse|Water conservation|Water use|Demand management|Environmental economics|Water resources|Finance|Business|Water supply|Engineering|Ecology|Environmental science|Waste management|Economics|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2235382510"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,5,2016,1,un,
William R. Nester,https://openalex.org/A4330468711,St. John's University,Taipei,,Taiwan,25.227,121.4506,,aqueducts && water,0,Environmental science|Irrigation|Groundwater|Engineering|Natural (archaeology)|Geography|Water resource management|Computer science|Biology|Ecology|Geotechnical engineering|Livestock|Computer network|Resource (disambiguation)|Aquifer|Archaeology|Forestry,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4330468711"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,7,1997,1,TW,
William S. Cain,https://openalex.org/A4340331200,University of Wyoming,Laramie,Wyoming,United States,41.313057,-105.58139,https://openalex.org/A2327217321|https://openalex.org/A2461180149,aqueducts && water,2,Cartography|Aqueduct|Geography|Flood myth|Archaeology|Geology|Hydrology (agriculture)|Psychology|Flooding (psychology)|Delta|San Joaquin|Levee|River delta|Environmental protection|Soil science|Water resource management|Psychotherapist|Aerospace engineering|Engineering|Bay|Geotechnical engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4340331200"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.2,11,2009,1,US,a0d275f9bbebd6e139e99fbe277033d4616f0b2756c2fcc5cbcc07cb4ddd4c9b
William T. Stringfellow,https://openalex.org/A4342854738,Lawrence Berkeley National Laboratory,Berkeley,California,United States,37.875443,-122.24554,https://openalex.org/A4353249806,aqueducts && water,1,Environmental science|Ecosystem|Mechanical engineering|Engineering|Industrial and production engineering|Biology|Ecology|Sustainable development|Business|Environmental resource management|Biochemical engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4342854738"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",6,24,2010,1,US,40fba8311b1441f46702c20bdb5cbd9e543e1431aa8379e7bc994137febba1b3
William W. Brush,https://openalex.org/A4337688288,Unknown,,,,,,,aqueducts && water,0,Cartography|Aqueduct|Environmental engineering|Geography|Computer science|Machine learning|Biology|Computer network|Archaeology|Demography|Sociology|Geology|Hydrology (agriculture)|Pollution|STREAMS|Watershed|Sanitary sewer|Water resource management|Population|Water supply|Geotechnical engineering|Ecology|Environmental science|Tributary,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4337688288"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1925,1,un,
Wyn Grant,https://openalex.org/A2137882271,University of Warwick,Coventry,Warwickshire,United Kingdom,52.379436,-1.561502,,aqueducts && water,0,Macroeconomics|Economic policy|Stock market crash|Archaeology|Context (archaeology)|Political science|Economy|Geography|World economy|Law|Finance|Recession|Economics|Stock market|Liberian dollar,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2137882271"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.1,21,1993,1,GB,
Wöhlkei,https://openalex.org/A3147171924,Unknown,,,,,,https://openalex.org/A2804147267|https://openalex.org/A2992600302|https://openalex.org/A2256193593,aqueducts && water,3,Structural basin|Earth science|Erosion|Geology|China|Archaeology|Geography|Water resource management|Hydrology (agriculture)|Geotechnical engineering|Geomorphology|Environmental science|Fluvial|Agriculture,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A3147171924"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2016,1,un,c678a82947a1d6c0960ca1490515893efa810c180d78a886b5f4c99ed4867151
XU Jian-guo,https://openalex.org/A4344734837,Unknown,,,,,,,aqueducts && water,0,Aqueduct|Structural engineering|Physics|Archaeology|Medicine|Mechanical engineering|Torsion (gastropod)|Geology|Deformation (meteorology)|Finite element method|History|Transverse plane|Coupling (piping)|Stiffness|Pier|Mechanics|Oceanography|Engineering|Surgery|Geotechnical engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4344734837"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2004,1,un,
Xavier Irias,https://openalex.org/A2081939644,East Bay Municipal Utility District,,,,37.8,-122.2,https://openalex.org/A2839382304|https://openalex.org/A2327217321|https://openalex.org/A4342964280|https://openalex.org/A4352187575|https://openalex.org/A2209241463,aqueducts && water,5,Aqueduct|Project management|Environmental engineering|Project planning|Geography|Pipeline transport|Computer science|Flood myth|Transport engineering|Archaeology|Marketing|Geology|Pipeline (software)|Hydrology (agriculture)|Psychology|Flooding (psychology)|Delta|San Joaquin|Programming language|Soil science|Water resource management|Psychotherapist|Operations management|Aerospace engineering|Business|Plan (archaeology)|Metropolitan area|Engineering|Service (business)|Scheduling (production processes)|Geotechnical engineering|Environmental science|Systems engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2081939644"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2014,2,un,231989c3f55b21a4a2da900065688e2d53a6bcad5716dae305abeb3aaf274b1d
Xi Liang,https://openalex.org/A4357939080,University College London,London,,United Kingdom,51.52447,-0.1339817,https://openalex.org/A4356314512|https://openalex.org/A4333007408|https://openalex.org/A2182522258,aqueducts && water,3,Philosophy|Materials science|Stress (linguistics)|Geology|Aqueduct|Precast concrete|Archaeology|Engineering|Structural engineering|Linguistics|Ultimate tensile strength|Geotechnical engineering|Finite element method|History|Composite material,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4357939080"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2010,1,GB,ad5946c30a1439ad84b356255abf84cc1f0e4bc792cdcb61810362c12a1e15e7
Xiao Li,https://openalex.org/A4355807987,Beihang University,Beijing,,China,39.98,116.340836,https://openalex.org/A4353333989|https://openalex.org/A2182522258,aqueducts && water,2,Philosophy|Materials science|Stress (linguistics)|Structural load|Aqueduct|Archaeology|Reinforced concrete|Water pressure|Engineering|Structural engineering|Linguistics|Geotechnical engineering|Deformation (meteorology)|Finite element method|History|Composite material,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355807987"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.4,7,2010,1,CN,f4306f49e7d62c6d6ecdd2ba809482f0f83d4f17cdf64e0fdc55b276c666cf78
Xiao Zheng,https://openalex.org/A4356262709,Fudan University,Shanghai,Shanghai,China,31.297712,121.50361,https://openalex.org/A4358914885|https://openalex.org/A4337702582|https://openalex.org/A4358737732|https://openalex.org/A2674930637|https://openalex.org/A4353934705|https://openalex.org/A4343098375,aqueducts && water,6,Art|Aqueduct|Environmental engineering|Byzantine architecture|Thermodynamics|Physics|Civil engineering|Archaeology|Prehistory|Sophistication|The Renaissance|History|Art history|Human settlement|Hydraulic engineering|Water supply|Engineering|Aesthetics|Ancient history,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356262709"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.3333333333333333,5,2013,1,CN,7db6610cc60fa250c9b4471179c688f6d60170d96de6c4068f9df3facbb0e092
Xiao Zheng,https://openalex.org/A4356650222,Fudan University,Shanghai,Shanghai,China,31.297712,121.50361,https://openalex.org/A4358957438,aqueducts && water,1,Irrigation|Recreation|China|Geography|Water resource management|Water resources|History of China|Biology|Ecology|Ancient city|Environmental science|Environmental planning|Archaeology|Agriculture,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356650222"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2018,1,CN,e66e54d88213094d79029814c35ce8e1661d720f2ca10a51fa5b49c49c686a90
Xiaoxue Wang,https://openalex.org/A4353776883,Southern Marine Science and Engineering Guangdong Laboratory,Guangzhou,,China,23.124607,112.66737,https://openalex.org/A4358577045|https://openalex.org/A2665593879|https://openalex.org/A4353300635,aqueducts && water,3,Mechanical engineering|Hammer|Environmental engineering|Water supply|Engineering|Pipeline transport|Water hammer|Environmental science|Inlet|Water pipe|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353776883"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",4.5777777777777775,48,2013,1,CN,a56c75777fcf695f45dad11d21acba6d269575e2b2c51ea88b4e3096b66721bb
Xie Wei,https://openalex.org/A4355221414,China Tobacco,Jinrongjie,,China,39.91412,116.34402,,aqueducts && water,0,Mechanical engineering|Geology|Aqueduct|Archaeology|Medicine|Engineering|Prestressed concrete|Structural engineering|Lever|Duct (anatomy)|Traverse|Finite element method|History|Pathology|Geodesy,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4355221414"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.175,12,2005,1,CN,
Xing Fang,https://openalex.org/A4356661938,Auburn University,Auburn,Alabama,United States,32.603374,-85.48608,https://openalex.org/A4353787914|https://openalex.org/A4357115859|https://openalex.org/A4353124821,aqueducts && water,3,Response analysis|Probability distribution|Geology|Aqueduct|Power (physics)|Engineering|Reliability (semiconductor)|Geography|Structural engineering|Scale (ratio)|Probability density function|Physics|Geotechnical engineering|Slosh dynamics|Quantum mechanics|Archaeology|Statistics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356661938"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",4.4326923076923075,44,2012,1,US,f62811915b91717893d4ed8151731dcebcfa5e420d0007ca9527b880922d293f
Xiong Peng-fe,https://openalex.org/A2668320152,China Three Gorges University,Yichang,,China,30.720427,111.31817,,aqueducts && water,0,Acoustics|Aqueduct|Structural engineering|Physics|Slosh dynamics|Displacement (psychology)|Archaeology|Mechanical engineering|Slurry|Psychology|History|Transverse plane|Added mass|Materials science|Vibration|Psychotherapist|Composite material|Mechanics|Engineering|Force dynamics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2668320152"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2014,1,CN,
Xu Tao,https://openalex.org/A2464645118,Army Medical University,Chongqing,,China,29.525145,106.438385,,aqueducts && water,0,Cantilever|Pier|Mechanical engineering|Geology|Aqueduct|Archaeology|Engineering|Displacement (psychology)|Structural engineering|Thermodynamics|Psychotherapist|Dissipation|Psychology|Physics|Geotechnical engineering|Pendulum|History|Beam (structure),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2464645118"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.6470588235294117,31,2013,1,CN,
Y. Ayhan Atalay,https://openalex.org/A2562913786,Unknown,,,,,,https://openalex.org/A4347006296|https://openalex.org/A2645146544|https://openalex.org/A2567006163,aqueducts && water,3,Psychology|Clinical psychology|Social psychology|Materials science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2562913786"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2004,1,un,77411739abbcd16a9c4c5a31a445cf84a2d35b71a3d45acb4b68e33b44a0cf77
Y. Ersel Tanriöver,https://openalex.org/A4347006296,Unknown,,,,,,https://openalex.org/A2562913786|https://openalex.org/A2645146544|https://openalex.org/A2567006163,aqueducts && water,3,Psychology|Clinical psychology|Social psychology|Materials science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4347006296"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2004,1,un,3a09a7997fd43cf1bf21ed556deb1b0a32adb08b4bdc12b5196c49bf6de19efd
Y. Sarolli,https://openalex.org/A2263007155,Unknown,,,,,,https://openalex.org/A2638306033|https://openalex.org/A2719803799|https://openalex.org/A2468372597|https://openalex.org/A363378443|https://openalex.org/A2526868110|https://openalex.org/A2526757948|https://openalex.org/A384245566|https://openalex.org/A2526724697,aqueducts && water,8,Iodine|Materials science|Internal medicine|Endemic goitre|Epidemiology|Geography|Metallurgy|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2263007155"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2000,1,un,79a02f522d2dcf5d3649b181735052c466eccd51b6dcd7509f0e8278ca6c2d21
Y.A. Papadimitrakis,https://openalex.org/A2695335341,National Technical University of Athens,Athens,Attiki,Greece,37.978714,23.782654,https://openalex.org/A4342686877|https://openalex.org/A2184675483,aqueducts && water,2,Environmental engineering|Biology|Inlet|Remote sensing|Geology|Hydrology (agriculture)|Current (fluid)|Water resource management|Water quality|Water reservoir|Water transfer|Oceanography|Petroleum engineering|Water supply|Engineering|Water circulation|Geotechnical engineering|Ecology|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2695335341"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,3,2004,1,GR,6e993366f267c9581b488933c7b714de4c37f65f4e1396b363e96216eeffe9de
Y.M. Savvakis,https://openalex.org/A2562010633,National Agricultural Research Foundation,Athens,,Greece,38.03528,23.799358,https://openalex.org/A2225658640|https://openalex.org/A4358957438,aqueducts && water,2,Human settlement|Hydraulic engineering|Archaeology|Bronze Age|Geography|Thermodynamics|History|Physics|Bronze|Salient,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2562010633"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2007,1,GR,528bb454967d45b18f9f6ca3776e58014530a89e81a06152e0e418f142017936
